,OverallQual,GrLivArea,GarageCars,YearBuilt,GarageArea,FullBath,TotalBsmtSF,ExterQual_E,BsmtQual_E,KitchenQual_E,Neighborhood_E,GarageFinish_E,OverallQual2,YearBuilt2,TotalBsmtSF2,Neighborhood_E2,GrLivArea2,SalePrice
1099,7,7.379008127628304,2,1978,6.171700597410915,2,1271,2.0,4.0,2.0,14.0,3.0,49,3912484,1615441,196.0,54.449760947604574,157000
1100,2,6.0844994130751715,1,1920,5.5093883366279774,1,290,2.0,3.0,1.0,9.0,2.0,4,3686400,84100,81.0,37.0211331077121,60000
1101,5,6.85751406254539,1,1971,5.638354669333745,1,950,2.0,3.0,2.0,11.0,2.0,25,3884841,902500,121.0,47.02549911800779,119500
1102,5,7.034387929915503,1,1960,5.541263545158426,1,1010,2.0,3.0,2.0,11.0,3.0,25,3841600,1020100,121.0,49.48261354854092,135000
1103,6,7.085901464365611,2,1959,6.29156913955832,1,655,2.0,3.0,2.0,11.0,4.0,36,3837681,429025,121.0,50.209999562698705,159500
1104,5,7.172424577124845,2,1970,6.089044875446846,2,630,2.0,3.0,2.0,3.0,2.0,25,3880900,396900,9.0,51.443674314544516,106000
1105,8,7.872073979866873,2,1994,6.569481420414296,2,1463,3.0,5.0,3.0,25.0,3.0,64,3976036,2140369,625.0,61.969548744497075,325000
1106,7,7.274479558773871,2,1990,6.579251212010101,2,910,3.0,4.0,3.0,13.0,4.0,49,3960100,828100,169.0,52.91805285101889,179900
1107,7,7.611842399580417,2,2006,6.0473721790462776,2,868,3.0,5.0,3.0,15.0,3.0,49,4024036,753424,225.0,57.94014471605016,274725
1108,6,7.43307534889858,2,2000,6.139884552226255,2,924,2.0,4.0,2.0,15.0,3.0,36,4000000,853776,225.0,55.250609142403746,181000
1109,8,7.515889085215125,3,2004,6.760414691083428,2,1836,3.0,5.0,3.0,24.0,4.0,64,4016016,3370896,576.0,56.48858874125585,280000
1110,6,7.413970290190444,2,1995,6.068425588244111,2,773,2.0,4.0,2.0,15.0,4.0,36,3980025,597529,225.0,54.96695546382658,188000
1111,7,7.583247524303362,2,1976,6.182084906716632,2,803,2.0,3.0,2.0,14.0,3.0,49,3904576,644809,196.0,57.505643014853064,205000
1112,5,6.705639094860003,1,1957,5.733341276897746,1,816,2.0,3.0,2.0,11.0,2.0,25,3829849,665856,121.0,44.96559567051488,129900
1113,5,6.9167150203536085,1,1953,5.484796933490655,1,1008,2.0,3.0,3.0,11.0,2.0,25,3814209,1016064,121.0,47.84094667278522,134500
1114,5,6.726233402358747,1,1954,5.7899601708972535,1,833,2.0,3.0,3.0,6.0,2.0,25,3818116,693889,36.0,45.24221578300652,117000
1115,8,7.45876269238096,3,2007,6.834108738813838,2,1734,3.0,5.0,4.0,24.0,3.0,64,4028049,3006756,576.0,55.633140901254066,318000
1116,8,7.258412150595307,2,2002,6.269096283706261,2,408,3.0,4.0,3.0,15.0,4.0,64,4008004,166464,225.0,52.68454694790959,184100
1117,5,6.796823718274855,2,1967,6.111467339502679,1,894,2.0,3.0,3.0,7.0,3.0,25,3869089,799236,49.0,46.19681265730363,130000
1118,5,7.379008127628304,1,1958,5.707110264748875,1,533,2.0,3.0,2.0,7.0,3.0,25,3833764,284089,49.0,54.449760947604574,140000
1119,5,6.947937068614969,1,1959,5.659482215759621,1,1040,2.0,3.0,2.0,11.0,3.0,25,3837681,1081600,121.0,48.27382950943397,133700
1120,6,6.920671504248683,1,1920,5.733341276897746,1,1012,2.0,3.0,2.0,2.0,2.0,36,3686400,1024144,4.0,47.89569406971973,118400
1121,7,7.347943823148687,3,2005,6.663132695990803,2,1552,3.0,4.0,3.0,17.0,3.0,49,4020025,2408704,289.0,53.99227842814894,212900
1122,4,6.8679744089702925,1,1956,5.666426688112432,1,672,2.0,3.0,2.0,5.0,2.0,16,3825936,451584,25.0,47.16907248227084,112000
1123,5,6.54965074223381,0,1947,0.0,1,698,2.0,3.0,2.0,5.0,1.0,25,3790809,487204,25.0,42.8979248452439,118000
1124,7,7.301822342137932,2,1992,5.973809611869261,2,384,2.0,4.0,3.0,15.0,4.0,49,3968064,147456,225.0,53.31660951614467,163900
1125,4,6.913737350659685,2,1955,6.511745329644728,1,1005,2.0,3.0,1.0,11.0,2.0,16,3822025,1010025,121.0,47.79976415390679,115000
1126,7,7.349873704738337,3,2007,6.493753839851686,2,1373,3.0,4.0,3.0,16.0,4.0,49,4028049,1885129,256.0,54.02064347560404,174000
1127,7,7.333676395657684,3,2004,6.447305862541213,2,1530,3.0,4.0,3.0,15.0,4.0,49,4016016,2340900,225.0,53.78280947622668,259000
1128,7,7.580699752224563,2,2004,6.075346031088684,2,847,3.0,4.0,3.0,15.0,4.0,49,4016016,717409,225.0,57.46700873337755,215000
1129,5,6.842683282238422,2,1980,6.511745329644728,1,936,2.0,4.0,2.0,6.0,2.0,25,3920400,876096,36.0,46.82231450102518,140000
1130,4,7.591861714889934,2,1928,6.3578422665081,2,1122,2.0,3.0,3.0,9.0,2.0,16,3717184,1258884,81.0,57.63636429801152,135000
1131,5,6.882437470997847,0,1991,0.0,1,974,2.0,4.0,2.0,12.0,1.0,25,3964081,948676,144.0,47.367945542195244,93500
1132,6,7.701200180857446,1,1880,5.327876168789581,2,1008,2.0,3.0,1.0,6.0,2.0,36,3534400,1016064,36.0,59.308484225638765,117500
1133,8,7.611347717403621,2,1995,6.1463292576688975,2,1128,3.0,4.0,3.0,13.0,3.0,64,3980025,1272384,169.0,57.93261407522532,239500
1134,6,7.3783837129967145,2,1997,6.133398042996649,2,916,2.0,4.0,2.0,15.0,4.0,36,3988009,839056,225.0,54.44054621621518,169000
1135,6,6.894670039433482,1,1926,5.198497031265826,1,960,2.0,3.0,2.0,4.0,2.0,36,3709476,921600,16.0,47.53647495266169,102000
1136,6,7.133295954896068,1,1950,5.666426688112432,1,1032,2.0,3.0,2.0,11.0,2.0,36,3802500,1065024,121.0,50.883911180136614,119000
1137,5,6.928537818164665,0,1875,0.0,1,780,2.0,3.0,2.0,7.0,1.0,25,3515625,608400,49.0,48.00463629773798,94000
1138,6,7.357556200910353,2,1977,6.5722825426940075,2,1567,2.0,3.0,3.0,12.0,3.0,36,3908529,2455489,144.0,54.133633249554386,196000
1139,5,7.0630481633881725,2,1920,6.206575926724928,1,915,2.0,3.0,2.0,4.0,2.0,25,3686400,837225,16.0,49.88664935834104,144000
1140,5,6.859614903654202,2,1951,6.734591659972948,1,952,2.0,3.0,2.0,11.0,2.0,25,3806401,906304,121.0,47.05431662643485,139000
1141,5,7.533158807455563,2,1976,6.184148890937483,2,780,2.0,3.0,3.0,14.0,2.0,25,3904576,608400,196.0,56.74848161834532,197500
1142,8,7.947678571301568,3,2006,6.959398512133975,3,1466,3.0,5.0,3.0,17.0,3.0,64,4024036,2149156,289.0,63.16559467272613,424870
1143,5,6.914730892718563,0,1959,0.0,1,1006,2.0,3.0,2.0,7.0,1.0,25,3837681,1012036,49.0,47.81350331871645,80000
1144,4,6.829793737512425,1,1941,5.638354669333745,1,672,2.0,4.0,1.0,5.0,2.0,16,3767481,451584,25.0,46.646082496963935,80000
1145,5,7.3632795869630385,1,1928,5.420534999272286,1,1042,2.0,3.0,2.0,4.0,2.0,25,3717184,1085764,16.0,54.217886275786576,149000
1146,6,7.1693500166706,2,1985,6.0014148779611505,2,1298,3.0,4.0,3.0,13.0,2.0,36,3940225,1684804,169.0,51.39957966153473,180000
1147,7,7.355641102974253,1,1941,5.459585514144159,1,704,2.0,3.0,1.0,18.0,2.0,49,3767481,495616,324.0,54.10545603576429,174500
1148,7,7.013915474810528,1,1926,5.666426688112432,1,572,2.0,3.0,2.0,6.0,2.0,49,3709476,327184,36.0,49.19501028778659,116900
1149,7,7.301822342137932,2,1920,5.783825182329737,1,650,2.0,3.0,2.0,6.0,2.0,49,3686400,422500,36.0,53.31660951614467,143000
1150,6,6.838405200847344,1,1950,5.726847747587197,1,932,2.0,3.0,3.0,11.0,2.0,36,3802500,868624,121.0,46.763785690976,124000
1151,5,7.2909747781429814,2,1959,6.270988431858299,1,1466,2.0,3.0,1.0,5.0,4.0,25,3837681,2149156,25.0,53.1583132155171,149900
1152,6,7.502186486602924,2,1956,6.154858094016418,1,1073,2.0,3.0,4.0,18.0,4.0,36,3825936,1151329,324.0,56.28280207976753,230000
1153,6,6.705639094860003,1,1930,6.07073772800249,1,816,3.0,3.0,2.0,2.0,2.0,36,3724900,665856,4.0,44.96559567051488,120500
1154,7,7.507141079727608,2,1965,6.20050917404269,1,864,2.0,3.0,3.0,11.0,2.0,49,3861225,746496,121.0,56.3571671909338,201800
1155,5,7.271008538280992,2,1976,6.270988431858299,2,1437,3.0,4.0,3.0,21.0,3.0,25,3904576,2064969,441.0,52.867565163755096,218000
1156,5,7.143617602704121,2,1965,6.220590170099739,2,1219,2.0,3.0,3.0,11.0,3.0,25,3861225,1485961,121.0,51.03127245366417,179900
1157,7,7.181591944611865,2,2007,6.440946540632921,2,1314,3.0,4.0,3.0,24.0,3.0,49,4028049,1726596,576.0,51.57526285891403,230000
1158,8,7.365812837209472,3,2007,6.7226297948554485,2,1580,3.0,4.0,3.0,20.0,3.0,64,4028049,2496400,400.0,54.255198752799856,235128
1159,6,7.537430036586509,2,1974,6.293419278846481,2,901,3.0,3.0,3.0,14.0,3.0,36,3896676,811801,196.0,56.8128515564365,185000
1160,6,7.284134806195205,2,1978,6.089044875446846,2,855,2.0,4.0,2.0,10.0,2.0,36,3912484,731025,100.0,53.05861987482445,146000
1161,6,7.403061091090091,2,1954,6.829793737512425,1,1296,3.0,3.0,3.0,18.0,2.0,36,3818116,1679616,324.0,54.805313518412014,224000
1162,5,6.796823718274855,2,1968,6.111467339502679,1,894,2.0,4.0,2.0,7.0,4.0,25,3873024,799236,49.0,46.19681265730363,129000
1163,4,7.138073034044347,2,1969,5.993961427306569,0,1198,2.0,4.0,2.0,7.0,2.0,16,3876961,1435204,49.0,50.95208663935107,108959
1164,5,7.267525427828172,2,1978,6.3784261836515865,1,1360,2.0,4.0,3.0,21.0,2.0,25,3912484,1849600,441.0,52.81692584412905,194000
1165,7,7.315218389752975,2,2009,6.4692503167957724,2,1502,3.0,4.0,3.0,24.0,3.0,49,4036081,2256004,576.0,53.5124200897801,233170
1166,8,7.43543801981455,3,2008,6.655440350367647,2,1694,3.0,4.0,3.0,17.0,3.0,64,4032064,2869636,289.0,55.28573854650372,245350
1167,6,7.421775793644647,2,2000,6.159095388491933,2,959,2.0,4.0,2.0,15.0,4.0,36,4000000,919681,225.0,55.08275593112963,173000
1168,6,7.653969180478774,2,1935,6.293419278846481,2,1127,2.0,3.0,3.0,5.0,2.0,36,3744225,1270129,25.0,58.58324421571892,235000
1170,6,7.020190708311925,1,1977,5.883322388488279,1,1096,2.0,3.0,2.0,12.0,4.0,36,3908529,1201216,144.0,49.28307758106909,171000
1171,6,7.140453043101158,2,1958,6.073044534100405,1,1261,2.0,3.0,2.0,11.0,3.0,36,3833764,1590121,121.0,50.98606966073259,163000
1172,7,7.1316985104669115,2,2006,6.439350371100098,2,625,3.0,4.0,3.0,20.0,4.0,49,4024036,390625,400.0,50.86112364419596,171900
1173,5,8.034955024502159,0,1946,0.0,3,1598,2.0,3.0,4.0,19.0,1.0,25,3786916,2553604,361.0,64.56050224577248,200500
1174,6,7.76046702921342,2,1932,5.8888779583328805,2,952,2.0,4.0,2.0,18.0,2.0,36,3732624,906304,324.0,60.22484851150857,239000
1175,8,7.96311205897929,2,1992,6.295266001439646,2,1683,3.0,4.0,3.0,25.0,4.0,64,3968064,2832489,625.0,63.411153663861384,285000
1176,5,6.828712071641684,1,1984,5.579729825986222,1,876,2.0,3.0,2.0,12.0,2.0,25,3936256,767376,144.0,46.63130855738486,119500
1177,6,7.110696122978827,1,1926,5.351858133476067,1,818,2.0,3.0,2.0,6.0,2.0,36,3709476,669124,36.0,50.561999353346124,115000
1178,5,7.203405521083095,1,1921,5.231108616854587,1,731,2.0,3.0,2.0,18.0,2.0,25,3690241,534361,324.0,51.889051101170416,154900
1179,5,7.025538314638521,0,1954,0.0,1,0,2.0,1.0,2.0,5.0,1.0,25,3818116,0,25.0,49.358188610453865,93000
1180,7,7.83002808253384,2,1990,6.542471960506805,2,1216,2.0,4.0,2.0,22.0,4.0,49,3960100,1478656,484.0,61.30933977326856,250000
1181,8,7.410347097821024,2,2008,6.180016653652572,2,1600,4.0,5.0,3.0,18.0,4.0,64,4032064,2560000,324.0,54.91324411018447,392500
1183,5,7.030857476116121,2,1920,6.580639137284949,1,1120,2.0,3.0,2.0,6.0,2.0,25,3686400,1254400,36.0,49.43295684945795,120000
1184,5,7.360739903058278,3,1963,6.903747257584598,1,1572,2.0,3.0,2.0,22.0,3.0,25,3853369,2471184,484.0,54.18049192047438,186700
1185,5,7.108244139731541,1,1924,5.973809611869261,1,784,2.0,3.0,2.0,5.0,2.0,25,3701776,614656,25.0,50.5271347500278,104900
1186,3,7.438383530044307,2,1900,6.042632833682381,2,978,2.0,2.0,2.0,6.0,2.0,9,3610000,956484,36.0,55.32954954003441,95000
1187,8,7.393263094763838,3,1994,6.630683385642372,2,1624,3.0,4.0,3.0,25.0,3.0,64,3976036,2637376,625.0,54.66033918839696,262000
1188,7,7.415175109613295,2,2002,6.202535517187923,2,831,3.0,4.0,3.0,17.0,3.0,49,4008004,690561,289.0,54.98482190622854,195000
1189,7,7.498315870766981,2,1999,6.093569770045136,2,994,2.0,3.0,3.0,15.0,4.0,49,3996001,988036,225.0,56.22474089779599,189000
1190,4,7.392031567514591,4,1961,7.213031659834869,1,1249,2.0,3.0,2.0,12.0,4.0,16,3845521,1560001,144.0,54.642130695132224,168000
1191,8,7.273786317844895,2,1999,6.20050917404269,2,776,3.0,4.0,3.0,20.0,2.0,64,3996001,602176,400.0,52.90796739766759,174000
1192,5,7.29505641646263,1,1925,5.5254529391317835,1,702,2.0,3.0,3.0,6.0,2.0,25,3705625,492804,36.0,53.2178481193726,125000
1193,6,7.110696122978827,2,1999,5.998936561946683,2,1224,2.0,5.0,2.0,12.0,4.0,36,3996001,1498176,144.0,50.561999353346124,165000
1194,6,7.210079628170788,1,1969,5.703782474656201,1,663,2.0,3.0,2.0,7.0,4.0,36,3876961,439569,49.0,51.98524824456341,158000
1195,6,7.284134806195205,2,2005,5.993961427306569,2,728,2.0,4.0,3.0,15.0,4.0,36,4020025,529984,225.0,53.05861987482445,176000
1196,7,7.530479995245536,3,2006,6.493753839851686,2,879,3.0,4.0,3.0,15.0,4.0,49,4024036,772641,225.0,56.70812895879321,219210
1197,7,7.43307534889858,1,1916,5.420534999272286,1,815,2.0,3.0,2.0,6.0,2.0,49,3671056,664225,36.0,55.250609142403746,144000
1198,7,7.10085190894405,2,2001,6.352629396319567,2,1212,3.0,4.0,3.0,17.0,3.0,49,4004001,1468944,289.0,50.42209783275436,178000
1199,4,7.232010331664759,2,1963,6.131226489483141,1,1051,2.0,3.0,2.0,7.0,2.0,16,3853369,1104601,49.0,52.30197343730581,148000
1200,4,6.762729506931879,1,1970,5.638354669333745,1,864,2.0,3.0,2.0,11.0,2.0,16,3880900,746496,121.0,45.734510383927095,116050
1201,7,7.484368643286131,2,1998,6.304448802421981,2,866,2.0,4.0,3.0,17.0,3.0,49,3992004,749956,289.0,56.01577398860468,197900
1202,5,7.207118856207756,1,1925,5.37989735354046,1,884,2.0,3.0,2.0,4.0,2.0,25,3705625,781456,16.0,51.94256220750539,117000
1203,7,7.396948602621014,2,2000,6.113682179832232,2,1630,3.0,4.0,3.0,17.0,2.0,49,4000000,2656900,289.0,54.71484862981696,213000
1204,5,6.980075940561763,2,1975,6.206575926724928,1,1056,2.0,4.0,2.0,14.0,3.0,25,3900625,1115136,196.0,48.72146013600918,153500
1205,7,7.69484807238461,3,1990,6.553933404025811,2,2158,3.0,4.0,3.0,13.0,3.0,49,3960100,4656964,169.0,59.21068685708114,271900
1206,4,6.963189985870238,1,1966,5.953243334287785,1,1056,2.0,3.0,2.0,13.0,2.0,16,3865156,1115136,169.0,48.48601477932356,107000
1207,6,7.438971592395862,2,2003,6.300785794663244,2,1682,3.0,4.0,3.0,17.0,3.0,36,4012009,2829124,289.0,55.33829835247262,200000
1208,5,7.157735484249907,2,1962,6.2285110035911835,1,931,2.0,3.0,2.0,11.0,2.0,25,3849444,866761,121.0,51.233177262490244,140000
1209,8,7.415175109613295,2,2006,6.2166061010848646,2,1660,3.0,5.0,3.0,20.0,3.0,64,4024036,2755600,400.0,54.98482190622854,290000
1210,6,7.520776415062797,2,1992,6.137727054086234,2,1055,3.0,4.0,3.0,13.0,3.0,36,3968064,1113025,169.0,56.56207788536482,189000
1211,8,7.469083884921234,2,1988,6.20050917404269,2,559,3.0,4.0,2.0,15.0,3.0,64,3952144,312481,225.0,55.78721407999008,164000
1212,4,6.511745329644728,1,1941,5.459585514144159,1,672,2.0,3.0,2.0,5.0,2.0,16,3767481,451584,25.0,42.402827238149925,113000
1213,4,6.8679744089702925,1,1965,5.8998973535824915,0,648,2.0,3.0,2.0,7.0,2.0,16,3861225,419904,49.0,47.16907248227084,145000
1214,5,6.907755278982137,1,1962,5.707110264748875,1,925,2.0,3.0,2.0,11.0,2.0,25,3849444,855625,121.0,47.71708299430558,134500
1215,5,6.796823718274855,1,1966,5.953243334287785,1,894,2.0,3.0,2.0,7.0,3.0,25,3865156,799236,49.0,46.19681265730363,125000
1216,6,7.551186867296149,2,1978,6.29156913955832,2,0,2.0,1.0,2.0,7.0,2.0,36,3912484,0,49.0,57.02042310482583,112000
1217,8,7.181591944611865,2,2009,6.315358001522335,2,1300,3.0,4.0,3.0,20.0,3.0,64,4036081,1690000,400.0,51.57526285891403,229456
1218,4,6.816735880594968,0,1947,0.0,1,0,2.0,1.0,2.0,4.0,1.0,16,3790809,0,16.0,46.46788806579085,80500
1219,6,7.105786129481271,0,1971,0.0,1,672,2.0,3.0,2.0,3.0,1.0,36,3884841,451584,9.0,50.49219651792843,91500
1220,5,6.816735880594968,1,1964,5.666426688112432,1,912,2.0,3.0,2.0,11.0,2.0,25,3857296,831744,121.0,46.46788806579085,115000
1221,5,7.10002716662926,1,1968,5.777652323222656,1,952,2.0,3.0,2.0,7.0,2.0,25,3873024,906304,49.0,50.41038576687351,134000
1222,6,7.52131798019924,1,1949,5.755742213586912,2,1040,2.0,3.0,2.0,11.0,2.0,36,3798601,1081600,121.0,56.57022415926837,143000
1223,5,7.667158255319148,2,1951,6.270988431858299,2,2136,2.0,3.0,2.0,11.0,2.0,25,3806401,4562496,121.0,58.785315712108556,137900
1224,7,7.307202314764738,2,2004,5.963579343618446,2,788,3.0,4.0,3.0,15.0,4.0,49,4016016,620944,225.0,53.395205668903145,184000
1225,6,7.037905963447182,1,1958,5.579729825986222,1,588,2.0,3.0,2.0,11.0,3.0,36,3833764,345744,121.0,49.53212035032541,145000
1226,6,7.56734567601324,3,2007,6.505784060128229,2,894,3.0,4.0,3.0,20.0,4.0,36,4028049,799236,400.0,57.264720580276276,214000
1227,5,6.816735880594968,2,1965,6.3578422665081,1,912,2.0,3.0,3.0,11.0,2.0,25,3861225,831744,121.0,46.46788806579085,147000
1228,9,7.440146680662688,3,2008,6.959398512133975,1,1702,4.0,5.0,4.0,24.0,4.0,81,4032064,2896804,576.0,55.35578262977602,367294
1229,5,7.318539548567902,1,1960,6.003887067106539,2,1075,2.0,3.0,2.0,11.0,2.0,25,3841600,1155625,121.0,53.561021123952465,127000
1230,5,7.8713112033234065,2,1977,6.398594934535208,2,1361,2.0,4.0,2.0,7.0,3.0,25,3908529,1852321,49.0,61.95754005956457,190000
1231,5,7.0825485693553,2,1962,6.293419278846481,1,1106,2.0,3.0,2.0,11.0,2.0,25,3849444,1223236,121.0,50.1624942372768,132500
1232,4,7.110696122978827,2,1962,6.137727054086234,2,0,2.0,1.0,2.0,11.0,2.0,16,3849444,0,121.0,50.561999353346124,101800
1233,5,7.080867896690782,2,1959,6.2766434893416445,1,1188,2.0,3.0,2.0,11.0,3.0,25,3837681,1411344,121.0,50.138690170386134,142000
1234,5,7.583247524303362,0,1911,0.0,1,940,2.0,3.0,2.0,9.0,1.0,25,3651921,883600,81.0,57.505643014853064,130000
1235,5,7.487173694213739,1,1914,5.198497031265826,1,747,2.0,4.0,2.0,18.0,2.0,25,3663396,558009,324.0,56.05776992732621,138887
1236,7,7.394493107219038,2,2003,6.163314804034641,2,764,3.0,4.0,3.0,24.0,3.0,49,4012009,583696,576.0,54.67852831270986,175500
1237,7,7.575071699507561,2,2004,6.075346031088684,2,847,3.0,4.0,3.0,17.0,4.0,49,4016016,717409,289.0,57.38171125268036,195000
1238,6,7.040536390215956,2,2005,6.184148890937483,1,1141,3.0,4.0,2.0,13.0,2.0,36,4020025,1301881,169.0,49.56915266195512,142500
1239,8,7.3031700512368,2,2006,6.159095388491933,2,1476,3.0,4.0,4.0,22.0,3.0,64,4024036,2178576,484.0,53.33629279728213,265900
1240,7,7.478169694159785,2,2003,6.298949246855942,2,884,3.0,4.0,3.0,17.0,3.0,49,4012009,781456,289.0,55.923021974649856,224900
1241,7,7.432483807917119,3,2007,6.86171134048073,2,1689,3.0,4.0,3.0,20.0,3.0,49,4028049,2852721,400.0,55.241815554950165,248328
1242,7,7.068172000388042,2,1974,6.270988431858299,2,1053,2.0,4.0,3.0,14.0,3.0,49,3896676,1108809,196.0,49.9590554270695,170000
1243,10,7.638679823876112,3,2006,6.7464121285733745,2,2076,4.0,5.0,4.0,24.0,4.0,100,4024036,4309776,576.0,58.34942945169199,465000
1244,8,7.325148957955575,2,1929,5.993961427306569,1,792,2.0,4.0,3.0,18.0,2.0,64,3721041,627264,324.0,53.657807256237646,230000
1245,6,7.533158807455563,2,1984,6.169610732491456,3,585,2.0,4.0,2.0,14.0,4.0,36,3936256,342225,196.0,56.74848161834532,178000
1246,7,7.348587530927593,2,2005,6.423246963533519,2,756,3.0,4.0,3.0,20.0,3.0,49,4020025,571536,400.0,54.0017386997045,186500
1247,6,6.942156705699469,3,1976,6.790097235513905,1,1012,2.0,3.0,2.0,12.0,2.0,36,3904576,1024144,144.0,48.193539726488105,169900
1248,6,7.629975707027789,2,1917,5.983936280687191,1,735,2.0,4.0,2.0,6.0,2.0,36,3674889,540225,36.0,58.21652928983421,129500
1249,5,6.8966943316227125,1,1950,5.6240175061873385,1,876,2.0,3.0,2.0,11.0,2.0,25,3802500,767376,121.0,47.56439270383685,119000
1250,7,7.65491704784832,2,1968,6.259581464064923,2,2110,3.0,3.0,4.0,11.0,4.0,49,3873024,4452100,121.0,58.59775500943884,244000
1251,7,7.2485040723706105,2,2003,6.171700597410915,2,1405,3.0,4.0,3.0,24.0,3.0,49,4012009,1974025,576.0,52.54081128717333,171750
1252,5,6.774223886357614,1,1968,5.666426688112432,1,864,2.0,3.0,2.0,12.0,3.0,25,3873024,746496,144.0,45.89010926249806,130000
1253,7,7.681560362559537,2,1974,6.251903883165888,2,1192,3.0,3.0,3.0,21.0,3.0,49,3896676,1420864,441.0,59.00636960364581,294000
1254,7,7.4127640174265625,2,2003,5.986452005284438,2,746,3.0,4.0,3.0,5.0,4.0,49,4012009,556516,25.0,54.94907037805399,165400
1255,6,7.221105098182496,1,1931,6.329720905522696,1,884,2.0,3.0,2.0,4.0,2.0,36,3728761,781456,16.0,52.14435883899723,127500
1256,8,7.59488438721652,2,1994,6.539585955617669,2,1986,3.0,4.0,3.0,25.0,4.0,64,3976036,3944196,625.0,57.68226885518525,301500
1257,5,6.762729506931879,0,1922,0.0,1,864,2.0,2.0,2.0,5.0,1.0,25,3694084,746496,25.0,45.734510383927095,99900
1258,7,7.062191632286556,2,2005,5.993961427306569,2,856,3.0,4.0,3.0,15.0,4.0,49,4020025,732736,225.0,49.87455065113825,190000
1259,6,6.961296045910167,2,1969,6.133398042996649,1,1054,2.0,4.0,2.0,11.0,2.0,36,3876961,1110916,121.0,48.459642638804524,151000
1260,6,7.424165281042028,2,1999,6.220590170099739,2,841,2.0,4.0,2.0,15.0,4.0,36,3996001,707281,225.0,55.11823012022986,181000
1261,5,6.957497370876951,1,1956,5.82600010738045,1,1050,2.0,3.0,2.0,11.0,2.0,25,3825936,1102500,121.0,48.40676966575969,128900
1262,4,7.489412083508719,1,1957,5.720311776607412,1,1104,2.0,3.0,2.0,19.0,2.0,16,3829849,1218816,361.0,56.09129335660641,161500
1263,6,7.509335266016592,2,1919,6.255750041753367,1,764,2.0,3.0,2.0,4.0,2.0,36,3682561,583696,16.0,56.39011613744048,180500
1264,6,7.198931240688173,2,1998,6.238324625039508,2,1405,3.0,4.0,3.0,11.0,4.0,36,3992004,1974025,121.0,51.82461100815616,181000
1265,7,7.2813856635702825,2,1999,6.2285110035911835,2,691,3.0,4.0,3.0,20.0,2.0,49,3996001,477481,400.0,53.01857718164684,183900
1266,7,7.5443321080536885,1,1910,5.733341276897746,1,925,1.0,3.0,2.0,6.0,2.0,49,3648100,855625,36.0,56.91694695660981,122000
1267,9,7.610357618312838,3,2008,6.616065185132817,2,2002,4.0,5.0,4.0,22.0,4.0,81,4032064,4008004,484.0,57.91754307861225,378500
1268,8,8.145549631783584,3,1935,6.922643891475888,3,728,2.0,3.0,3.0,18.0,2.0,64,3744225,529984,324.0,66.3499788038497,381000
1269,5,7.329749689041512,1,1958,5.755742213586912,1,874,2.0,3.0,2.0,11.0,2.0,25,3833764,763876,121.0,53.725230504004145,144000
1270,7,7.329749689041512,2,1979,6.375024819828097,0,1332,3.0,4.0,3.0,19.0,4.0,49,3916441,1774224,361.0,53.725230504004145,260000
1271,6,7.306531398939505,2,1968,6.137727054086234,2,1489,2.0,3.0,3.0,14.0,3.0,36,3873024,2217121,196.0,53.38540108368888,185750
1272,5,6.841615476477592,1,1965,5.666426688112432,1,935,2.0,3.0,2.0,7.0,2.0,25,3861225,874225,49.0,46.8077023279777,137000
1273,6,7.213768308118642,1,1959,5.746203190540153,1,1019,2.0,3.0,4.0,5.0,3.0,36,3837681,1038361,25.0,52.03845320321689,177000
1274,5,7.1316985104669115,2,1910,6.315358001522335,2,661,2.0,3.0,2.0,18.0,2.0,25,3648100,436921,324.0,50.86112364419596,139000
1275,5,7.560601162768557,2,1948,5.993961427306569,2,928,2.0,3.0,2.0,11.0,2.0,25,3794704,861184,121.0,57.162689942457256,137000
1276,6,7.241366283322318,2,1972,6.210600077024653,1,723,2.0,3.0,2.0,14.0,2.0,36,3888784,522729,196.0,52.43738564923728,162000
1277,6,7.45298232946546,2,1967,6.175867270105761,1,1680,2.0,4.0,2.0,14.0,3.0,36,3869089,2822400,196.0,55.54694560332439,197900
1278,8,7.616775808698373,2,2002,6.359573868672378,2,1128,3.0,4.0,3.0,17.0,3.0,64,4008004,1272384,289.0,58.015273719972754,237000
1279,4,7.029087564149662,2,1920,6.270988431858299,1,698,2.0,3.0,2.0,2.0,3.0,16,3686400,487204,4.0,49.40807198448343,68400
1280,7,7.3613754289773485,2,2002,6.300785794663244,2,1573,3.0,4.0,3.0,17.0,3.0,49,4008004,2474329,289.0,54.18984820635144,227000
1281,7,7.200424892944957,2,1990,6.184148890937483,2,1309,2.0,4.0,2.0,22.0,4.0,49,3960100,1713481,484.0,51.8461186389414,180000
1282,5,6.947937068614969,2,1977,6.184148890937483,2,1040,2.0,4.0,3.0,17.0,2.0,25,3908529,1081600,289.0,48.27382950943397,150500
1283,6,7.509335266016592,0,1971,0.0,2,912,2.0,3.0,2.0,12.0,1.0,36,3884841,831744,144.0,56.39011613744048,139000
1284,6,7.803026643632217,1,1919,5.820082930352362,2,804,2.0,3.0,3.0,9.0,2.0,36,3682561,646416,81.0,60.88722480123426,169000
1285,6,7.253470382684528,1,1939,5.638354669333745,1,780,2.0,3.0,2.0,4.0,2.0,36,3759721,608400,16.0,52.61283259248163,132500
