,OverallQual,GrLivArea,GarageCars,YearBuilt,GarageArea,FullBath,TotalBsmtSF,ExterQual_E,BsmtQual_E,KitchenQual_E,Neighborhood_E,GarageFinish_E,GarageType_E,Foundation_E,OverallQual2,TotalBsmtSF2,Neighborhood_E2
541,8,7.734558844354756,3,2000,6.47543271670409,2,6.877296071497429,3.0,4.0,3.0,25.0,4.0,7.0,6.0,64,47.29720125503397,625.0
542,7,7.427144133408616,2,1998,6.369900982828227,2,7.409136443920128,3.0,5.0,3.0,14.0,4.0,6.0,6.0,49,54.895302844625405,196.0
543,7,6.643789733147672,1,1998,5.908082938168931,1,6.584791392385716,2.0,4.0,2.0,11.0,4.0,6.0,6.0,49,43.35947768123702,121.0
544,7,7.311218384419629,2,2006,6.056784013228625,2,6.484635235635252,3.0,4.0,3.0,15.0,3.0,6.0,6.0,49,42.050494139242254,225.0
545,7,7.688913336864796,3,1988,6.668228248417403,2,7.094234845924755,3.0,4.0,3.0,14.0,2.0,6.0,6.0,49,50.32816804913303,196.0
546,6,7.400009517162692,2,1923,6.089044875446846,1,6.97166860472579,2.0,4.0,2.0,4.0,2.0,3.0,2.0,36,48.60416313411924,16.0
547,5,6.645090969505644,2,1970,6.437751649736401,1,6.645090969505644,2.0,4.0,2.0,12.0,2.0,3.0,3.0,25,44.15723399300546,144.0
548,5,6.716594773520978,2,1955,6.580639137284949,1,6.716594773520978,2.0,3.0,2.0,6.0,3.0,3.0,3.0,25,45.112645351689316,36.0
549,7,7.647308832356238,2,2003,6.423246963533519,2,6.816735880594968,3.0,4.0,3.0,20.0,4.0,7.0,6.0,49,46.46788806579085,400.0
550,6,6.975413927455952,2,1977,6.089044875446846,2,6.975413927455952,2.0,4.0,2.0,10.0,3.0,6.0,3.0,36,48.65639945934647,100.0
551,5,6.834108738813838,1,1957,5.666426688112432,1,6.834108738813838,2.0,3.0,2.0,6.0,4.0,6.0,3.0,25,46.70504225393167,36.0
552,8,7.4489161025442,3,2006,6.812345094177479,2,7.444248649496705,3.0,5.0,3.0,24.0,3.0,6.0,6.0,64,55.41683795553352,576.0
553,4,7.027314514039777,2,1949,6.255750041753367,2,0.0,2.0,1.0,3.0,5.0,4.0,3.0,3.0,16,0.0,25.0
554,7,7.624130585661289,3,2003,6.77078942390898,2,6.906754778648554,3.0,4.0,3.0,24.0,3.0,7.0,6.0,49,47.70326157238463,576.0
555,5,6.955592608396297,1,1922,5.638354669333745,1,6.901737206656574,2.0,3.0,2.0,4.0,2.0,3.0,2.0,25,47.633976469747694,16.0
556,5,6.996681488176539,1,1957,5.703782474656201,1,6.996681488176539,2.0,3.0,2.0,11.0,4.0,6.0,3.0,25,48.95355184699227,121.0
557,4,7.198183577101943,1,1920,6.3473892096560105,1,6.45833828334479,2.0,3.0,2.0,2.0,2.0,2.0,3.0,16,41.71013338211693,4.0
558,7,7.277247726631484,2,1996,6.008813185442595,2,6.593044534142437,2.0,4.0,2.0,15.0,2.0,6.0,6.0,49,43.468236229185464,225.0
559,7,7.351158226430694,2,2003,6.042632833682381,2,7.226209010100671,3.0,4.0,3.0,16.0,4.0,6.0,6.0,49,52.218096657660126,256.0
560,5,7.239214973779806,2,1957,6.270988431858299,1,7.239214973779806,2.0,4.0,2.0,7.0,2.0,3.0,3.0,25,52.40623343659775,49.0
561,5,7.237059026124737,2,1974,6.037870919922137,1,7.237059026124737,2.0,4.0,2.0,12.0,3.0,6.0,3.0,25,52.375023347613535,144.0
562,5,6.904750769961838,0,1940,0.0,1,6.904750769961838,2.0,3.0,2.0,5.0,1.0,1.0,3.0,25,47.675583195288596,25.0
563,6,7.423568444259167,2,1918,5.983936280687191,2,7.059617628291383,2.0,4.0,2.0,5.0,4.0,3.0,2.0,36,49.83820105768245,25.0
564,7,7.738923757439457,2,1992,6.3818160174060985,2,6.999422467507961,3.0,4.0,3.0,25.0,3.0,6.0,6.0,49,48.99191487865524,625.0
565,6,7.4073177104694174,1,1915,5.37989735354046,1,6.693323668269949,2.0,4.0,1.0,9.0,2.0,3.0,6.0,36,44.80058172822269,81.0
566,9,7.826044013518965,3,2005,6.48768401848461,2,7.023758954738443,3.0,4.0,4.0,23.0,4.0,7.0,6.0,81,49.33318985426846,529.0
567,7,7.336936913707618,2,2004,6.278521424165844,2,7.325148957955575,3.0,4.0,3.0,24.0,3.0,6.0,6.0,49,53.657807256237646,576.0
568,8,7.665284718471351,2,1983,6.418364935936212,1,7.311218384419629,3.0,4.0,3.0,13.0,4.0,7.0,3.0,64,53.45391426467557,169.0
569,5,6.8501261661455,2,1979,6.398594934535208,1,6.8501261661455,2.0,4.0,2.0,11.0,2.0,3.0,3.0,25,46.924228492111254,121.0
570,5,7.455298485683291,2,1965,6.3578422665081,2,7.455298485683291,2.0,3.0,2.0,11.0,2.0,3.0,3.0,25,55.58147551063157,121.0
571,6,6.762729506931879,1,1959,5.666426688112432,1,6.762729506931879,2.0,3.0,3.0,11.0,2.0,6.0,3.0,36,45.734510383927095,121.0
572,7,7.4342573821331355,2,2009,6.478509642208569,2,6.741700694652055,2.0,5.0,3.0,22.0,3.0,6.0,6.0,49,45.450528256272,484.0
573,7,7.266128779556451,2,2000,5.993961427306569,2,5.953243334287785,2.0,4.0,2.0,15.0,3.0,7.0,6.0,49,35.441106197241936,225.0
574,5,7.01211529430638,1,1971,5.666426688112432,1,5.921578419643816,2.0,3.0,2.0,11.0,2.0,7.0,3.0,25,35.06509097999135,121.0
575,5,7.104144092987527,1,1947,5.820082930352362,1,6.725033642166843,2.0,3.0,2.0,11.0,2.0,3.0,3.0,25,45.226077488275834,121.0
576,7,7.298445101508147,1,1928,5.37989735354046,2,6.759255270663693,2.0,3.0,2.0,9.0,2.0,3.0,2.0,49,45.68753181399491,81.0
577,5,7.186144304522325,2,1966,6.336825731146441,1,7.060476365999801,2.0,3.0,2.0,7.0,3.0,6.0,3.0,25,49.850326514841754,49.0
578,7,7.239214973779806,2,2007,6.293419278846481,2,6.536691597591305,3.0,4.0,3.0,20.0,2.0,3.0,6.0,49,42.72833704202076,400.0
579,5,7.493317248862145,1,1954,5.8664680569332965,2,6.957497370876951,2.0,3.0,2.0,6.0,2.0,6.0,2.0,25,48.40676966575969,36.0
580,6,7.265429723253953,2,1960,6.35088571671474,1,7.0431599159883405,2.0,3.0,3.0,11.0,2.0,6.0,3.0,36,49.606101602184886,121.0
581,8,7.622174594817622,3,2008,7.237778191923443,2,7.622174594817622,4.0,5.0,4.0,24.0,3.0,6.0,6.0,64,58.09754555388318,576.0
582,6,6.705639094860003,0,1990,0.0,1,6.705639094860003,2.0,4.0,2.0,5.0,1.0,1.0,3.0,36,44.96559567051488,25.0
583,10,7.9287663216266955,2,1893,6.78105762593618,3,7.121252453244542,4.0,3.0,3.0,6.0,2.0,3.0,2.0,100,50.7122365028414,36.0
584,4,7.3613754289773485,1,1935,5.484796933490655,1,6.785587645007929,2.0,3.0,3.0,4.0,2.0,3.0,2.0,16,46.044199688084255,16.0
585,8,7.615298339825815,3,2005,6.78105762593618,2,7.533158807455563,3.0,5.0,3.0,22.0,3.0,6.0,6.0,64,56.74848161834532,484.0
586,6,6.732210706467206,1,1918,5.62040086571715,1,6.705639094860003,2.0,3.0,1.0,4.0,4.0,3.0,2.0,36,44.96559567051488,16.0
587,5,6.7580945044277305,2,1982,6.270988431858299,1,6.734591659972948,2.0,3.0,2.0,7.0,2.0,3.0,3.0,25,45.35472482657719,49.0
588,5,7.295735072749282,1,1968,6.115892125483034,1,7.271008538280992,2.0,3.0,4.0,19.0,2.0,6.0,3.0,25,52.867565163755096,361.0
589,5,6.841615476477592,1,1930,5.733341276897746,1,6.610696044717759,2.0,3.0,2.0,4.0,2.0,3.0,2.0,25,43.701302195647024,16.0
590,7,7.367077059881012,2,2004,6.255750041753367,2,6.647688373563329,3.0,4.0,3.0,17.0,3.0,6.0,6.0,49,44.191760712009064,289.0
591,10,7.739359202689098,3,2008,6.736966958001855,2,7.45182223652793,4.0,5.0,4.0,24.0,3.0,7.0,6.0,100,55.52965464481211,576.0
592,5,6.705639094860003,2,1982,6.705639094860003,1,6.705639094860003,2.0,3.0,2.0,12.0,4.0,3.0,6.0,25,44.96559567051488,144.0
593,6,6.744059186311348,2,2003,6.042632833682381,1,6.744059186311348,3.0,4.0,3.0,17.0,4.0,6.0,6.0,36,45.48233430847048,289.0
594,5,6.829793737512425,1,1975,5.638354669333745,1,6.829793737512425,2.0,4.0,2.0,17.0,2.0,3.0,3.0,25,46.646082496963935,289.0
595,8,7.510430556378006,3,2005,6.63200177739563,2,7.503840746698951,3.0,4.0,3.0,23.0,4.0,6.0,6.0,64,56.30762595181947,529.0
596,6,7.221835825288449,1,1910,5.37989735354046,1,6.529418838262226,2.0,3.0,2.0,6.0,2.0,3.0,3.0,36,42.63331036545363,36.0
597,7,7.246368080102461,3,2006,6.47543271670409,0,7.138073034044347,3.0,5.0,3.0,16.0,4.0,6.0,6.0,49,50.95208663935107,256.0
598,5,7.4073177104694174,2,1977,6.432940092739179,2,7.266128779556451,2.0,4.0,3.0,18.0,4.0,6.0,3.0,25,52.796627441098515,324.0
599,6,7.350516171833998,2,1980,6.115892125483034,2,6.57507584059962,2.0,4.0,2.0,8.0,4.0,6.0,3.0,36,43.231622309636805,64.0
600,8,7.552237287560802,2,2005,6.602587892189336,2,6.9650803456014065,3.0,4.0,4.0,24.0,4.0,7.0,6.0,64,48.51234422068301,576.0
601,6,7.226936018493289,1,1937,6.300785794663244,1,6.660575149839686,2.0,3.0,3.0,2.0,2.0,3.0,6.0,36,44.363261326661956,4.0
602,8,7.557994958530806,2,1992,6.2285110035911835,2,6.812345094177479,3.0,4.0,3.0,13.0,4.0,6.0,6.0,64,46.408045682163966,169.0
603,7,7.0909098220799835,2,2004,6.175867270105761,2,6.398594934535208,3.0,4.0,3.0,20.0,3.0,3.0,6.0,49,40.942017136259615,400.0
604,7,7.3098814858247865,2,2002,6.274762021241939,2,7.3098814858247865,3.0,4.0,3.0,17.0,3.0,6.0,6.0,49,53.43436733680399,289.0
605,7,7.594381242551817,2,1965,6.18826412308259,2,6.645090969505644,2.0,3.0,2.0,11.0,2.0,6.0,3.0,49,44.15723399300546,121.0
606,5,6.947937068614969,2,1996,6.3578422665081,1,6.947937068614969,2.0,4.0,3.0,17.0,2.0,3.0,6.0,25,48.27382950943397,289.0
607,5,7.605392364814935,1,1948,5.442417710521793,3,6.799055862058796,2.0,3.0,4.0,5.0,2.0,6.0,3.0,25,46.22716061539608,25.0
608,8,8.069342366811636,2,1934,5.942799375126701,2,6.873163834212518,2.0,4.0,2.0,18.0,2.0,5.0,6.0,64,47.24038109192691,324.0
609,4,6.937314081223682,1,1961,5.568344503761097,1,6.937314081223682,2.0,3.0,2.0,7.0,2.0,6.0,3.0,16,48.126326661544375,49.0
610,9,7.675081857716334,3,2000,6.602587892189336,2,7.273092595999522,3.0,5.0,4.0,17.0,4.0,6.0,6.0,81,52.897875909983064,289.0
611,6,6.940222469119639,2,1978,6.336825731146441,2,6.940222469119639,2.0,4.0,2.0,14.0,2.0,6.0,3.0,36,48.166687920873095,196.0
612,8,7.5352967024440884,2,2001,6.2766434893416445,2,7.170119543449628,3.0,4.0,4.0,17.0,3.0,7.0,6.0,64,51.410614267358305,289.0
613,5,7.02197642307216,0,2007,0.0,1,7.02197642307216,2.0,4.0,2.0,12.0,1.0,1.0,6.0,25,49.30815288618128,144.0
614,4,6.447305862541213,0,1972,0.0,1,6.447305862541213,2.0,4.0,2.0,1.0,1.0,1.0,3.0,16,41.56775288515829,1.0
615,6,6.961296045910167,2,1963,6.175867270105761,1,6.842683282238422,2.0,3.0,3.0,11.0,3.0,6.0,6.0,36,46.82231450102518,121.0
616,6,7.31986492980897,2,2002,5.976350909297934,2,6.664409020350408,3.0,4.0,3.0,15.0,4.0,6.0,6.0,36,44.41434759052788,225.0
617,6,6.725033642166843,2,1954,6.270988431858299,1,6.725033642166843,2.0,3.0,3.0,11.0,2.0,3.0,3.0,36,45.226077488275834,121.0
618,9,7.511524648390866,3,2007,6.652863029353347,2,7.508238774678663,4.0,5.0,3.0,24.0,2.0,6.0,6.0,81,56.37364949758815,576.0
619,8,7.724446645633537,3,2003,6.620073206530356,2,7.301822342137932,3.0,4.0,3.0,22.0,4.0,6.0,6.0,64,53.31660951614467,484.0
620,3,6.762729506931879,0,1914,0.0,1,6.762729506931879,2.0,3.0,2.0,5.0,1.0,1.0,2.0,9,45.734510383927095,25.0
621,6,7.869019376499023,2,1974,6.437751649736401,2,7.328437352895162,2.0,3.0,2.0,14.0,3.0,6.0,3.0,36,53.70599403530905,196.0
622,5,6.8885724595653635,2,1977,6.184148890937483,1,6.8885724595653635,2.0,3.0,2.0,7.0,2.0,3.0,3.0,25,47.4524305306824,49.0
623,6,7.321849713788356,2,2000,6.089044875446846,2,6.6293632534374485,3.0,4.0,3.0,20.0,2.0,3.0,6.0,36,43.948457146026755,400.0
624,6,7.490529402060711,2,1972,6.184148890937483,1,6.597145701886651,2.0,3.0,2.0,14.0,3.0,6.0,3.0,36,43.52233141192152,196.0
625,6,7.018401799069201,2,1962,6.089044875446846,1,7.018401799069201,2.0,3.0,2.0,11.0,2.0,6.0,3.0,36,49.257963813177795,121.0
626,5,7.260522598089852,1,1960,5.659482215759621,1,6.88653164253051,2.0,3.0,2.0,11.0,3.0,6.0,3.0,25,47.42431806357397,121.0
627,6,7.327123292259293,1,1955,5.8998973535824915,1,7.053585727193677,2.0,3.0,2.0,11.0,3.0,5.0,3.0,36,49.75307161087035,121.0
628,5,7.640603826393634,2,1969,6.22455842927536,1,6.947937068614969,2.0,4.0,1.0,11.0,2.0,6.0,6.0,25,48.27382950943397,121.0
629,6,7.208600337960199,2,1964,6.255750041753367,1,7.130098510125578,2.0,3.0,2.0,11.0,3.0,6.0,3.0,36,50.83830476409498,121.0
630,5,7.467942332285852,1,1880,5.484796933490655,1,6.456769655572163,2.0,2.0,4.0,6.0,2.0,3.0,2.0,25,41.68987438511747,36.0
631,8,7.349230824613334,2,2006,6.4425401664681985,2,7.349230824613334,3.0,4.0,3.0,24.0,3.0,6.0,6.0,64,54.011193713446794,576.0
632,7,7.252762418053187,2,1977,6.300785794663244,2,7.234898420314831,2.0,3.0,2.0,14.0,4.0,6.0,3.0,49,52.34375515227404,196.0
633,5,6.963189985870238,1,1954,5.564520407322694,1,6.963189985870238,2.0,3.0,2.0,11.0,2.0,6.0,3.0,25,48.48601477932356,121.0
634,6,6.963189985870238,2,1980,6.3578422665081,0,6.963189985870238,2.0,3.0,2.0,6.0,2.0,3.0,3.0,36,48.48601477932356,36.0
635,6,8.130353547431238,0,1914,0.0,2,7.273092595999522,1.0,3.0,1.0,9.0,1.0,1.0,3.0,36,52.897875909983064,81.0
636,2,6.68586094706836,0,1936,0.0,1,5.579729825986222,1.0,3.0,1.0,4.0,1.0,1.0,2.0,4,31.133384931000236,16.0
637,5,7.23561914106675,1,1954,5.54907608489522,2,6.699500340161678,2.0,3.0,3.0,6.0,2.0,7.0,3.0,25,44.88330480782644,36.0
638,5,6.680854678790215,0,1910,0.0,1,6.680854678790215,2.0,2.0,2.0,5.0,1.0,1.0,3.0,25,44.63381923911311,25.0
639,8,7.357556200910353,3,2006,6.47543271670409,2,7.327123292259293,3.0,4.0,4.0,16.0,4.0,6.0,6.0,64,53.686735739968654,256.0
640,8,7.325807502595773,2,2003,6.3784261836515865,1,7.325807502595773,4.0,5.0,4.0,24.0,3.0,6.0,6.0,64,53.66745556508852,576.0
641,7,7.5652752818989315,2,2001,6.478509642208569,2,6.964135612418245,3.0,4.0,3.0,20.0,4.0,6.0,6.0,49,48.49918482815204,400.0
642,8,7.902857191280582,2,1972,6.289715570908998,2,7.577121930876679,3.0,4.0,4.0,11.0,4.0,6.0,3.0,64,57.41277675537233,121.0
643,5,7.390798521735676,2,1969,6.137727054086234,2,6.660575149839686,2.0,3.0,2.0,14.0,4.0,6.0,3.0,25,44.363261326661956,196.0
644,9,7.4770384723196965,3,2009,6.171700597410915,2,7.4770384723196965,4.0,5.0,4.0,20.0,4.0,6.0,6.0,81,55.90610431654886,400.0
645,6,6.889591308354466,2,1971,6.3578422665081,1,6.889591308354466,2.0,3.0,2.0,11.0,2.0,3.0,3.0,36,47.4664683961534,121.0
646,5,6.955592608396297,2,1950,6.042632833682381,1,0.0,2.0,1.0,2.0,11.0,2.0,3.0,3.0,25,0.0,121.0
647,6,6.9985096422506015,2,1953,6.206575926724928,1,6.9985096422506015,2.0,3.0,2.0,5.0,3.0,6.0,3.0,36,48.979137212674644,25.0
648,6,7.517520850603031,2,1966,6.093569770045136,1,6.6293632534374485,2.0,3.0,2.0,11.0,2.0,6.0,3.0,36,43.948457146026755,121.0
649,4,6.447305862541213,0,1970,0.0,1,6.447305862541213,2.0,4.0,2.0,1.0,1.0,1.0,3.0,16,41.56775288515829,1.0
650,7,7.418180822726788,2,2007,6.333279628139691,2,6.70196036600254,3.0,4.0,3.0,20.0,3.0,6.0,6.0,49,44.9162727474689,400.0
651,4,7.32052696227274,1,1940,5.6937321388027,1,6.628041376179533,2.0,3.0,2.0,5.0,2.0,3.0,3.0,16,43.930932484347885,25.0
652,7,7.448333860897476,2,1996,6.240275845170769,2,6.78105762593618,3.0,4.0,3.0,17.0,3.0,6.0,6.0,49,45.982742526267224,289.0
653,6,7.293017679772782,1,1906,5.37989735354046,1,6.6293632534374485,2.0,3.0,2.0,2.0,2.0,3.0,3.0,36,43.948457146026755,4.0
654,8,7.656337166430183,3,1995,6.733401891837359,2,7.6544432264701125,3.0,4.0,3.0,25.0,4.0,6.0,6.0,64,58.590501107254184,625.0
655,6,6.996681488176539,1,1971,5.579729825986222,1,6.26530121273771,2.0,3.0,2.0,3.0,2.0,3.0,3.0,36,39.25399928633262,9.0
656,5,6.960347729101308,1,1959,5.746203190540153,1,6.960347729101308,3.0,3.0,3.0,11.0,3.0,6.0,3.0,25,48.446440510005736,121.0
657,7,7.315218389752975,1,1931,5.602118820879701,1,6.655440350367647,2.0,4.0,2.0,18.0,3.0,6.0,2.0,49,44.29488625730183,324.0
658,6,7.285506548522785,1,1948,5.802118375377063,1,6.816735880594968,2.0,3.0,2.0,11.0,2.0,6.0,3.0,36,46.46788806579085,121.0
659,5,7.304515946460155,2,1964,6.175867270105761,1,7.304515946460155,2.0,3.0,2.0,5.0,4.0,3.0,6.0,25,53.3559532120907,25.0
660,7,7.568379267836522,2,1976,6.311734809152915,2,6.677083461247136,2.0,4.0,2.0,14.0,3.0,6.0,3.0,49,44.58344354846004,196.0
661,8,7.803435056952168,3,1994,6.568077911411976,2,7.396335293800808,3.0,4.0,3.0,25.0,3.0,6.0,6.0,64,54.705775778323485,625.0
662,6,7.239214973779806,2,1968,6.3578422665081,1,7.239214973779806,2.0,2.0,2.0,11.0,3.0,6.0,3.0,36,52.40623343659775,121.0
663,4,7.074963197966044,2,1972,6.3784261836515865,2,7.037905963447182,2.0,4.0,2.0,5.0,3.0,3.0,3.0,16,49.53212035032541,25.0
664,8,7.6487397889562425,3,2005,7.034387929915503,1,7.639161171659173,3.0,5.0,4.0,20.0,4.0,6.0,6.0,64,58.356783406585144,400.0
665,8,7.5688956634069955,2,2000,6.22455842927536,2,7.249215057114389,3.0,4.0,3.0,15.0,3.0,6.0,6.0,64,52.551118944293975,225.0
666,6,7.7752758464868625,2,1965,6.391917113392602,2,6.92951677076365,2.0,4.0,2.0,11.0,2.0,2.0,3.0,36,48.01820267629468,121.0
667,6,7.426549072397305,2,1994,6.3561076606958915,2,7.25063551189868,2.0,4.0,3.0,13.0,3.0,6.0,6.0,36,52.57171532640623,169.0
668,5,7.271008538280992,2,1956,6.3578422665081,1,7.080867896690782,2.0,3.0,2.0,7.0,2.0,3.0,3.0,25,50.138690170386134,49.0
669,4,7.074116816197362,1,1922,5.53338948872752,1,6.55250788703459,2.0,2.0,1.0,18.0,2.0,3.0,2.0,16,42.93535960965051,324.0
670,6,7.29776828253138,2,2005,6.293419278846481,2,6.6052979209482015,3.0,4.0,3.0,17.0,4.0,6.0,6.0,36,43.629960624482635,289.0
671,6,7.222566018822171,1,1925,5.707110264748875,2,6.511745329644728,2.0,3.0,2.0,5.0,2.0,3.0,2.0,36,42.402827238149925,25.0
672,6,7.097548850614793,2,1977,6.304448802421981,1,7.097548850614793,3.0,4.0,2.0,21.0,3.0,6.0,3.0,36,50.37519968686336,441.0
673,6,7.517520850603031,2,1957,6.0330862217988015,2,7.298445101508147,2.0,3.0,3.0,18.0,4.0,6.0,6.0,36,53.26730089972826,324.0
674,6,7.036148493750536,1,1965,5.953243334287785,1,7.036148493750536,2.0,3.0,2.0,11.0,3.0,6.0,3.0,36,49.50738562610794,121.0
675,6,7.273786317844895,2,1978,6.089044875446846,2,6.752270376141742,2.0,3.0,2.0,10.0,2.0,6.0,3.0,36,45.59315523252134,100.0
676,4,7.4815557019095165,3,1900,6.659293919683638,2,6.999422467507961,2.0,3.0,2.0,6.0,2.0,4.0,2.0,16,48.99191487865524,36.0
677,5,6.675823221634848,1,1924,5.484796933490655,1,6.645090969505644,3.0,3.0,3.0,6.0,2.0,3.0,2.0,25,44.15723399300546,36.0
678,8,7.624130585661289,3,2008,6.727431724850855,2,7.624130585661289,3.0,5.0,3.0,23.0,4.0,6.0,6.0,64,58.12736718721595,529.0
679,5,6.8966943316227125,2,1961,6.35088571671474,1,6.8966943316227125,2.0,3.0,2.0,7.0,2.0,3.0,3.0,25,47.56439270383685,49.0
680,6,6.828712071641684,1,1980,5.579729825986222,2,6.828712071641684,2.0,4.0,2.0,13.0,3.0,6.0,3.0,36,46.63130855738486,169.0
681,5,7.327123292259293,1,1932,5.641907070938114,1,6.677083461247136,2.0,3.0,2.0,9.0,2.0,3.0,2.0,25,44.58344354846004,81.0
682,6,7.163946684342547,2,1996,6.068425588244111,1,7.163946684342547,2.0,4.0,3.0,19.0,2.0,6.0,6.0,36,51.32213209610258,361.0
683,9,7.419979923661835,3,2002,6.555356891810665,2,7.394493107219038,3.0,4.0,3.0,17.0,4.0,6.0,6.0,81,54.67852831270986,289.0
684,7,7.517520850603031,2,1998,6.18826412308259,2,7.086737934510577,3.0,4.0,2.0,25.0,4.0,6.0,6.0,49,50.22185455243124,625.0
685,7,7.645397699428633,2,1984,6.359573868672378,2,7.0825485693553,3.0,4.0,3.0,23.0,4.0,6.0,3.0,49,50.1624942372768,529.0
686,7,7.474204806496124,2,2007,6.361302477572996,3,6.774223886357614,3.0,4.0,3.0,20.0,4.0,6.0,6.0,49,45.89010926249806,400.0
687,7,7.005789019253503,2,2004,6.175867270105761,2,6.313548046277095,3.0,4.0,3.0,20.0,2.0,3.0,6.0,49,39.860888932649324,400.0
688,8,7.258412150595307,2,2007,6.342121418721152,2,7.258412150595307,3.0,4.0,3.0,23.0,3.0,6.0,6.0,64,52.68454694790959,529.0
689,6,7.217443431696533,2,2005,6.133398042996649,2,7.217443431696533,3.0,4.0,3.0,24.0,3.0,6.0,6.0,36,52.091489689739426,576.0
690,6,6.744059186311348,2,2004,6.042632833682381,1,6.744059186311348,3.0,4.0,3.0,17.0,3.0,6.0,6.0,36,45.48233430847048,289.0
692,7,7.832014180505469,2,1989,6.444131256700441,2,7.099201743553092,3.0,4.0,3.0,22.0,3.0,6.0,6.0,49,50.39866539566726,484.0
693,5,6.97914527506881,1,1921,5.7899601708972535,1,6.97914527506881,2.0,3.0,2.0,6.0,2.0,3.0,2.0,25,48.7084687705153,36.0
694,5,7.3395376954076745,2,1936,6.3578422665081,1,6.833031732786201,2.0,3.0,2.0,4.0,2.0,3.0,2.0,25,46.69032266126319,16.0
695,6,7.037027614686276,2,1987,6.313548046277095,2,7.014814351275545,2.0,4.0,3.0,22.0,2.0,6.0,3.0,36,49.20762038286134,484.0
696,5,6.424869023905388,1,1921,5.327876168789581,1,6.424869023905388,2.0,3.0,2.0,4.0,2.0,3.0,3.0,25,41.27894197433898,16.0
697,5,7.046647277848756,1,1952,5.733341276897746,1,6.8885724595653635,2.0,5.0,2.0,5.0,2.0,3.0,6.0,25,47.4524305306824,25.0
698,5,6.796823718274855,1,1965,5.820082930352362,1,6.796823718274855,2.0,3.0,2.0,7.0,2.0,3.0,3.0,25,46.19681265730363,49.0
699,7,7.238496840894365,2,2004,6.274762021241939,2,7.238496840894365,3.0,4.0,3.0,20.0,3.0,6.0,6.0,49,52.395836515637704,400.0
700,8,7.496097345175956,3,2002,6.641182169740591,2,7.496097345175956,3.0,5.0,3.0,22.0,4.0,6.0,6.0,64,56.191475408354016,484.0
701,7,7.060476365999801,2,1969,6.270988431858299,1,7.060476365999801,2.0,3.0,2.0,14.0,2.0,6.0,3.0,49,49.850326514841754,196.0
702,8,7.854381210652365,3,2006,6.502790045915623,2,7.118826249062078,4.0,5.0,4.0,23.0,4.0,7.0,6.0,64,50.677687164335254,529.0
703,5,7.502738210754851,2,1900,6.511745329644728,2,5.8888779583328805,2.0,4.0,3.0,6.0,2.0,3.0,2.0,25,34.67888360813883,36.0
704,7,7.3031700512368,2,2004,6.408528791059498,2,7.295735072749282,3.0,4.0,3.0,17.0,3.0,6.0,6.0,49,53.22775025174397,289.0
705,4,6.996681488176539,0,1930,0.0,2,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16,0.0,4.0
706,7,7.509335266016592,2,1971,6.606650186198215,2,7.404887575616125,2.0,4.0,3.0,19.0,2.0,6.0,3.0,49,54.832360007514055,361.0
707,8,7.1891677384203225,2,2006,6.311734809152915,2,7.1891677384203225,3.0,4.0,3.0,24.0,4.0,6.0,6.0,64,51.684132771143574,576.0
708,7,7.284134806195205,2,2007,5.993961427306569,2,6.591673732008658,3.0,4.0,3.0,15.0,4.0,6.0,6.0,49,43.450162589252955,225.0
709,5,6.807934943699926,1,1966,6.013715156042802,1,6.776506992372183,2.0,3.0,2.0,7.0,2.0,6.0,6.0,25,45.92104701766909,49.0
710,3,6.593044534142437,0,1935,0.0,1,5.602118820879701,3.0,3.0,2.0,4.0,1.0,1.0,3.0,9,31.383735283254573,16.0
711,4,7.072421900537371,1,1900,5.953243334287785,1,6.756932389247553,2.0,3.0,2.0,2.0,3.0,3.0,4.0,16,45.656135312862645,4.0
712,8,7.113956109566034,2,1988,6.159095388491933,2,7.113956109566034,3.0,4.0,3.0,23.0,4.0,6.0,6.0,64,50.60837152883191,529.0
713,4,6.8679744089702925,2,1970,6.3578422665081,1,6.8679744089702925,2.0,3.0,2.0,4.0,2.0,3.0,3.0,16,47.16907248227084,16.0
714,6,7.299797366758161,2,1976,6.16541785423142,2,6.587550014824796,3.0,3.0,3.0,7.0,3.0,6.0,3.0,36,43.395815197818166,49.0
715,6,7.208600337960199,2,1974,6.171700597410915,2,6.970730078143525,2.0,4.0,2.0,14.0,3.0,6.0,3.0,36,48.59107782233484,196.0
716,7,7.845807502637805,2,1890,6.558197802812269,1,6.577861357721047,2.0,3.0,2.0,6.0,2.0,3.0,2.0,49,43.26826004139978,36.0
717,5,7.072421900537371,2,1973,6.0867747269123065,1,7.0707241072602764,2.0,4.0,3.0,14.0,2.0,6.0,3.0,25,49.99513940099163,196.0
718,7,7.791109510610028,3,1993,6.891625897052253,2,7.179307969504034,3.0,4.0,3.0,25.0,3.0,6.0,6.0,49,51.542462920984136,625.0
719,5,6.879355804460439,1,1969,5.707110264748875,1,6.879355804460439,2.0,4.0,2.0,17.0,2.0,6.0,3.0,25,47.32553628436354,289.0
720,8,7.463363045520021,2,1985,6.336825731146441,2,7.463363045520021,3.0,4.0,3.0,23.0,3.0,6.0,6.0,64,55.70178794923388,529.0
721,6,6.744059186311348,2,2004,6.042632833682381,1,6.744059186311348,3.0,4.0,3.0,17.0,3.0,6.0,6.0,36,45.48233430847048,289.0
